Price,Close,High,Low,Open,Volume
Ticker,VTV,VTV,VTV,VTV,VTV
Date,,,,,
2015-01-02,63.91841506958008,64.30414503937226,63.50999001001151,64.22095279190054,1549200
2015-01-05,62.738502502441406,63.61586109599868,62.6099258786901,63.60073104001287,1427700
2015-01-06,62.1863899230957,63.05618367447859,61.88385221342859,62.88978764564033,1303900
2015-01-07,62.882225036621094,62.995677403416856,62.443545629238585,62.79146198909906,1463700
2015-01-08,64.0394058227539,64.10747952904042,63.41920629084176,63.41920629084176,799100
2015-01-09,63.45703887939453,64.22850449868838,63.28307783412775,64.19069089436181,802200
2015-01-12,63.02592849731445,63.60830882015983,62.79145874593297,63.60074379065029,1156000
2015-01-13,62.77633285522461,63.84277694220851,62.32252919348903,63.4721655212476,2442400
2015-01-14,62.35280227661133,62.40574595688232,61.58889565804841,62.10320816800735,2158300
2015-01-15,61.906551361083984,62.670457900937194,61.83848339507545,62.6250792569315,1578900
2015-01-16,62.7158317565918,62.79146474763596,61.74771562220082,61.876292284018646,1486500
2015-01-20,62.73093032836914,63.003213575793545,62.224177424847674,62.836817616764804,1361700
2015-01-21,63.06373596191406,63.1696232830276,62.398157690568105,62.647751706232675,742000
2015-01-22,63.99404525756836,64.00161028716283,62.86709820592064,63.44947853530382,832700
2015-01-23,63.46460723876953,63.91084587805407,63.434352891464805,63.91084587805407,1022800
2015-01-26,63.61586380004883,63.6309880862519,63.09398648444222,63.40408917065075,1813000
2015-01-27,62.78388977050781,63.13937108689426,62.43597348246015,62.776324742169024,1181900
2015-01-28,61.74013900756836,63.131810017454455,61.67963608834169,63.131810017454455,3483800
2015-01-29,62.32252502441406,62.38303371404484,61.24852175038594,61.82333699059955,887700
2015-01-30,61.28633117675781,62.17124906319993,61.24851757613536,61.800643462715136,1558500
2015-02-02,62.26204299926758,62.28473232498954,61.021643182751504,61.53595572402124,2556100
2015-02-03,63.23768997192383,63.23768997192383,62.57211177456043,62.57211177456043,1119600
2015-02-04,62.995704650878906,63.411689148485905,62.821743510491906,63.03351827588159,1368600
2015-02-05,63.661251068115234,63.68394038571177,63.237701751842096,63.290645416376236,585500
2015-02-06,63.60831069946289,64.10749879415893,63.43435540859145,63.82008536857262,882600
2015-02-09,63.32846450805664,63.615872147032285,63.15450345655387,63.41165674872787,720400
2015-02-10,63.91084289550781,63.98647587502667,63.32089757666366,63.71419253241761,712800
2015-02-11,63.82008743286133,63.98648346980883,63.494860388944076,63.7822738238269,844100
2015-02-12,64.41004180908203,64.42516609936575,64.06211965785475,64.17557203147865,1247400
