Price,Close,High,Low,Open,Volume
Ticker,VUG,VUG,VUG,VUG,VUG
Date,,,,,
2015-01-02,94.49327087402344,95.24559305961371,93.89503677501578,95.00992445254752,613100
2015-01-05,92.84361267089844,94.03100801960034,92.64420128691688,93.76814818756668,891400
2015-01-06,91.96440124511719,93.17899481528725,91.40242428992056,93.07928911492394,1265000
2015-01-07,93.11554718017578,93.22431200671863,92.47198968477072,92.68953316858207,779600
2015-01-08,94.75613403320312,94.82864851722772,93.85878976832473,93.9312973369875,913700
2015-01-09,94.04914093017578,94.98274249491762,93.63219299424071,94.98274249491762,783500
2015-01-12,93.21522521972656,94.19414993291608,92.9433062985259,94.19414993291608,968600
2015-01-13,93.13365173339844,94.66548724489743,92.39946165527704,94.03099593058695,872300
2015-01-14,92.68045043945312,92.81641336351242,91.70152568466014,92.07315721606476,1229400
2015-01-15,91.61995697021484,93.21523415722595,91.5565085243151,93.01582969537102,750300
2015-01-16,92.743896484375,92.86172732732075,91.42960438828896,91.55650127003405,724600
2015-01-20,93.16995239257812,93.36029780096936,92.22728447814207,93.07931270982485,573500
2015-01-21,93.65934753417969,93.9947148104067,92.72574633491062,92.99766518736284,552900
2015-01-22,95.11872100830078,95.24561792630627,93.42373086727989,94.13072995769996,1198800
2015-01-23,94.95553588867188,95.37248375697754,94.7833157352165,94.96459501174553,911300
2015-01-26,95.29999542236328,95.36344387808937,94.60206240937633,94.89211348060459,835700
2015-01-27,94.14885711669922,94.85585617014478,93.73190913429191,94.40265093943732,1128400
2015-01-28,93.23336029052734,95.24559218268227,93.19710305013086,95.10056322109634,979400
2015-01-29,94.09445190429688,94.23041483363244,92.6441967938952,93.43277625175197,725700
2015-01-30,93.1789779663086,94.46607888234394,93.10646348545438,93.7046906640978,973500
2015-02-02,94.05821990966797,94.06728595148705,92.16382517593881,93.56876429725692,1834900
2015-02-03,95.2546615600586,95.29998484427345,94.16697189252456,94.52047138024123,823800
2015-02-04,94.92835998535156,95.52658722658377,94.71081652002871,94.83771341711926,1058700
2015-02-05,95.92540740966797,95.99792189615255,95.20934241519744,95.29091602597104,605500
2015-02-06,95.40878295898438,96.26080423184855,95.14592305165085,96.16109851129569,627200
2015-02-09,95.00990295410156,95.4540419506671,94.83768282844225,95.0824174191539,628800
2015-02-10,96.18829345703125,96.3151903852896,95.2093683687263,95.69883091287878,780800
2015-02-11,96.45112609863281,96.65053056142725,95.9435316136814,96.06136938188037,657700
2015-02-12,97.4028549194336,97.41192095919203,96.76837044358614,96.85901009508405,914900
2015-02-13,97.97388458251953,97.97388458251953,97.43003979350253,97.57506875876663,659000
2015-02-17,98.09173583984375,98.20050066339262,97.71104512669747,97.83794203107956,660600
2015-02-18,98.30924987792969,98.32738195460855,97.84697873767355,97.8651108143524,882800
2015-02-19,98.45429229736328,98.58118919002915,98.03734437640942,98.03734437640942,601900
2015-02-20,99.15221405029297,99.17034612741185,98.05545850688225,98.3092522636568,900100
2015-02-23,99.20661163330078,99.20661163330078,98.86217818430411,99.01626628658981,758800
2015-02-24,99.251953125,99.33352675339947,98.89845357120853,99.19757070606703,684300
2015-02-25,99.36975860595703,99.69606686687891,99.16128810975582,99.2428617173054,889700
2015-02-26,99.36975860595703,99.49665549460867,99.02532518181141,99.34256740344051,690600
2015-02-27,98.99812316894531,99.46039430733272,98.99812316894531,99.33349051717688,802600
2015-03-02,99.83203125,99.89547969525066,99.10690023396798,99.1159662733929,741100
2015-03-03,99.4513168334961,99.68698539474254,98.95278851458248,99.68698539474254,543600
2015-03-04,99.0525131225586,99.19754208502,98.55399162366096,99.19754208502,747700
2015-03-05,99.17941284179688,99.40601541559847,98.907493902452,99.27005248824517,490500
2015-03-06,97.8379135131836,99.0071834330523,97.65662733450591,98.8712205278842,677700
2015-03-09,98.1551742553711,98.33645355299127,97.80167478425842,98.00108616085777,587600
2015-03-10,96.62334442138672,97.47537238529884,96.61427838135127,97.47537238529884,941000
2015-03-11,96.26074981689453,96.82272656820844,96.2063674238307,96.7683441751446,638900
2015-03-12,97.55693817138672,97.57507025000268,96.5961454655942,96.5961454655942,736900
2015-03-13,96.92247772216797,97.62041078371061,96.38769191638865,97.38474902625458,546500
2015-03-16,98.2548828125,98.29114005615506,97.29408314404643,97.30314918380073,963200
2015-03-17,98.20955657958984,98.44522519858884,97.7654174600379,97.96482883647074,506600
2015-03-18,99.32447814941406,99.67797774065465,97.52978206549975,97.96486220914585,773100
2015-03-19,99.251953125,99.50574696717197,98.98909324121801,99.13412224552403,791000
2015-03-20,100.09490966796875,100.3668355783448,99.71421892573281,99.90456429685078,668600
2015-03-23,99.71418762207031,100.15832668191528,99.68699642264158,100.01329773114738,2595200
2015-03-24,99.27005767822266,100.04051200171793,99.25193251413009,99.69607164570014,572300
2015-03-25,97.4444580078125,99.39916721483536,97.42627773126806,99.33552584234575,562900
2015-03-26,97.30806732177734,97.76265046870624,96.69892756962582,96.86257777997577,678000
2015-03-27,97.53536987304688,97.68083982590348,97.17170192729452,97.28080439193697,743600
2015-03-30,98.68092346191406,98.77183871608595,98.17179248944008,98.17179248944008,636300
2015-03-31,95.10789489746094,100.13558383366012,95.10789489746094,98.18996834906204,675400
2015-04-01,97.41719055175781,97.85358658150878,96.8262309474298,97.85358658150878,1707100
2015-04-02,97.8172378540039,97.98998173946244,97.33538063287342,97.39902202177008,527200
2015-04-06,98.41727447509766,98.76275525098144,97.19899468404171,97.33536411110768,877200
